Var1,Var2,Var3
0.7275215092712356,0.344545296768576,0.9481683168308508
0.8017437816943905,0.8999039054998001,0.12260680442473287
0.8607657604169656,0.8055864793875328,0.9028498838207316
0.11505453763561975,0.6162336015615321,0.651326623882825
0.3839612350560601,0.8513298500372047,0.09344937790701971
0.05145187312629298,0.08102328308115576,0.829397245164393
0.9754369781889518,0.45371925466778235,0.009277665802316514
0.5837389569588316,0.7986937082947226,0.7582572235883271
0.7778766272807135,0.06184077795349161,0.5621532699609678
0.5564900933866949,0.7445026404118398,0.03576726862942501
0.5576716253054073,0.718548957861614,0.5837563121280902
0.942844735548838,0.47082892252036296,0.11267034980511967
0.5740333422544893,0.3173278956493441,0.11664490099314508
0.46595609064467,0.3079107991614618,0.07757061874574296
0.4741933376645729,0.06476541863983443,0.0278339286360863
0.8297957017477707,0.27964061254655803,0.4435719778443217
0.7055388469694291,0.18071055566284297,0.36606912801957175
0.9215079025714198,0.3128143441335685,0.6254854960830172
0.46016319787704857,0.5107302406664282,0.37465135252087584
0.6808954917785757,0.22826670404998337,0.556944608880885
0.8337055668777963,0.4194992577070644,0.9175160681365672
0.07478878332378551,0.16954483394337178,0.2800952459293546
0.35938012889995474,0.6998597524558632,0.9617863252496859
0.7985955630473319,0.6305303176303252,0.8137753914569893
0.7618571439860916,0.9501946426513329,0.259983138206872
0.3404604293078374,0.825460695564806,0.6790684042138623
0.1827646342538245,0.23089821794685733,0.9837749673363251
0.25170684617768946,0.9172382871150923,0.18978990726823236
0.9568738527119378,0.7166385292038225,0.7041875343003955
0.11652022789037804,0.38625116816930893,0.982845358418918
0.8885870343496716,0.7392549853604213,0.6670698457179095
0.6751860978890253,0.7674599289169475,0.4018566229930311
0.7913091799654671,0.17265362793910172,0.34717231306258667
0.07848231426735544,0.2701926767208941,0.6077722881316578
0.36617059667799434,0.7213962188901426,0.03041668199607566
0.2254246538061428,0.8223639005751723,0.9356689086151055
0.6620697893917885,0.6249752969540012,0.5789629315037393
0.6567489908744616,0.8191434422882683,0.5217534809251815
0.47712858625503957,0.9245051338733318,0.17436845689668518
0.937390862514865,0.1393934171213453,0.7527072599386119
0.9720633951009869,0.020508322387990514,0.6014963940905614
0.2866327703157431,0.7041778177351495,0.028099998001928517
0.8938177967529849,0.7431217877617396,0.03963835536872241
0.36287716850678753,0.7700653432614493,0.6129487626900184
0.9250021732412305,0.04486190021546776,0.0929560910972603
0.5264908459741579,0.2755184268618262,0.5181994029992244
0.21923822389374273,0.962125056518695,0.9877258878560595
0.9368700635249239,0.5937426339022717,0.5435355984866216
0.2533018247296851,0.3911530733782516,0.7908270855533815
0.5349805514375072,0.6494533646115264,0.3251413718940227
0.20270844325124632,0.4069232497193101,0.0028785036589734888
0.0881814676104243,0.8023298946645102,0.5793994389509142
0.7582309796100833,0.6170466125031147,0.5277924708173882
0.8078017861026209,0.4432569464431989,0.7551708560719576
0.4858927332530848,0.22985798635447247,0.26099433984537024
0.9457552551825167,0.6592472305034504,0.4468271460479676
0.6715362713158755,0.21702296309178376,0.5618861084681975
0.551009694468735,0.5512362296670287,0.8914143911699807
0.07948235446312213,0.7068046364344975,0.8156919942687849
0.309397114583438,0.7481202010601459,0.7419228354957308
0.822341483297062,0.4074088304676283,0.839795182714832
0.08441020084686329,0.042716266901497345,0.6770036078431333
0.0829160167674291,0.8636063202605115,0.19741045152344297
0.25608703669551247,0.5997953995117201,0.2562248125421963
0.5426076320161773,0.2285179577546597,0.4150225772140428
0.6399071083219484,0.9484222460389201,0.44596486474696584
0.6078509536222305,0.8625578342752552,0.41996997527806973
0.6901978121114782,0.7651618169735539,0.5810367699047309
0.7917626536379945,0.40318320307241073,0.9272752317405808
0.4777576588842266,0.5087877545290526,0.3855847544914866
0.5365608199814393,0.9985717601402682,0.3616942356640889
0.15405196892852038,0.9436712716017449,0.07144187397260607
0.9003500779567781,0.3977176602432351,0.8546991519163062
0.5739549244693162,0.6664432207817753,0.5379184475120137
0.7273221075755301,0.7177731708027593,0.7991470342502469
0.23129744055758286,0.12064823155208994,0.7039350448864999
0.6864807451088185,0.15064728089316537,0.4977543186267235
0.4576414304100331,0.10821379517466546,0.9949597729696332
0.7053654426872952,0.5731775438831936,0.1594734074969244
0.31994166622880404,0.10104185983648957,0.6826539761836803
0.19244799634072118,0.4688627022245423,0.47655355972405794
0.9167437497578987,0.742697372879519,0.07977963188354077
0.06967464524399439,0.21781651248655176,0.31548845827009275
0.21327215035349872,0.4206965224520837,0.314947409246925
0.2762520096834033,0.04883665751502987,0.008194914796553517
0.007416498819436675,0.3305436199445125,0.6391583187963965
0.703367832217784,0.597150970307973,0.8207566269489204
